menu.support_lower_case.text,Support,サポート,Поддержка,支持,Support,Unterstützung,지원,,
harus_playground_loading_assets,Loading <color=#FFE300>assets...</color>,アセットを<color=#FFE300>読み込み中...</color>,Загрузка <color=#FFE300>ресурсов...</color>,載入<color=#FFE300>資源...</color>,Chargement des <color=#FFE300>ressources...</color>,Laden von <color=#FFE300>Ressourcen...</color>,<color=#FFE300>자산</color> 로딩 중...,,
harus_playground_unlock_after_games,Unlock after  <color=#FFE300>{0} games</color>,<color=#FFE300>{0}ゲーム</color>後に解除,Разблокировать после <color=#FFE300>{0} игр</color>,在<color=#FFE300>{0}場遊戲</color>後解鎖,Débloquer après <color=#FFE300>{0} parties</color>,Freischaltung nach <color=#FFE300>{0} Spielen</color>,<color=#FFE300>{0} 게임</color> 후 잠금 해제,,
pop_up_shop_membership_per_week,per week,週間に,в неделю,每週,par semaine,pro Woche,주당,,
gacha_cards,Cards,カード,Карты,牌,Cartes,Karten,카드,,
remove_ads_banner_greatplay,Great Play!,すばらしいプレイ！,Отличная игра!,很棒的表现！,Super jeu !,Tolle Leistung!,훌륭한 플레이!,,
remove_ads_banner_bigdiscount,Big Discount,大幅割引,Большая скидка,大折扣,Grande réduction,Großer Rabatt,큰 할인,,
new,New,新しい,новый,新,Nouveau,Neu,새로운,,
pop_up_gift_block_reward_title,GIFT BLOCK REWARD,ギフトブロック報酬,НАГРАДА ЗА БЛОК ПОДАРКА,礼物块奖励,RÉCOMPENSE DE BLOC CADEAU,GESCHENKBLOCK-BELOHNUNG,선물 블록 보상,,
rank_up_reward_robinhood_desc,Throw a Thunderball onto the board,サンダーボールを盤上に投げる,Бросьте громовой шар на доску,投掷雷球到棋盘上,Lancez une boule de foudre sur le plateau,Wirf einen Donnerball auf das Brett,판에 썬더볼을 던져라,,
character.yukicommander.title,Commander,指揮官,Командир,指挥官,Commandant,Kommandant,지휘관,,
character.yukicommander.desc,Randomly remove up to 5 blocks from the board,ボードからランダムに最大5つのブロックを削除します,Случайно удаляйте до 5 блоков с доски,随机移除棋盘上最多5个方块,Supprimez aléatoirement jusqu'à 5 blocs du plateau,Entfernen Sie zufällig bis zu 5 Blöcke vom Brett,보드에서 최대 5개의 블록을 무작위로 제거하십시오,,
tutorial_hidden_block.text,Clear adjacent cats to reveal\nthe cat inside!,隣接する猫を消して\n中の猫を見つけましょう！,"Очистите соседних котов, чтобы\nобнаружить кота внутри!",清除相邻的猫以\n揭示里面的猫！,Effacez les chats adjacents pour\nrévéler le chat à l'intérieur !,"Beseitige angrenzende Katzen, um\nden versteckten zu enthüllen!",인접한 고양이를 제거하여\n안에 있는 고양이를 찾으세요!,,
character.kukushaman.title,Shaman,シャーマン,Шаман,萨满,Chaman,Schamane,샤먼,,
character.kukushaman.desc,Randomly clear all blocks\nof the same color,同じ色のブロックをすべて\nランダムに消去します,Случайно очистите все блоки\nодного цвета,随机清除所有相同颜色的\n方块,Effacez aléatoirement tous les blocs\nde la même couleur,Entferne zufällig alle Blöcke\nder gleichen Farbe,같은 색상의 블록을 모두\n무작위로 제거합니다,,
character.yukimelon.desc,Randomly add 6 small blocks\nto the board,ランダムに小さなブロックを6つ\nボードに追加します,Случайно добавьте 6 маленьких блоков\nна доску,随机新增6个小方块\n到棋盘上,Ajoutez aléatoirement 6 petits blocs\nau plateau,Füge zufällig 6 kleine Blöcke\nzum Brett hinzu,작은 블록 6개를 무작위로\n보드에 추가합니다,,
character.harushield.desc,Split up to 5 big blocks\ninto smaller ones,最大5つの大きなブロックを\n小さいものに分割します,Разделите до 5 больших блоков\nна меньшие,将最多5个大方块\n分裂成小方块,Divisez jusqu'à 5 grands blocs\nen plus petits,Teile bis zu 5 große Blöcke\nin kleinere,최대 5개의 큰 블록을\n작은 블록으로 분리합니다,,
character.haruwizard.desc,Activate all special blocks on the board.,盤上の全スペシャルブロックを発動。,Активирует все особые блоки на поле.,激活棋盘上的所有特殊方块。,Active tous les blocs spéciaux du plateau.,Aktiviert alle Spezialblöcke auf dem Spielfeld.,보드의 모든 특수 블록을 활성화합니다.,,
sticker.preview.download,DOWNLOAD,ダウンロード,СКАЧАТЬ,下载,TÉLÉCHARGER,HERUNTERLADEN,다운로드,,
download_permission_title,Request download permission,ダウンロード許可をリクエストする,Запросить разрешение на скачивание,请求下载权限,Demander la permission de télécharger,Downloadberechtigung anfordern,다운로드 허가 요청,,
download_permission_description,Request download permission desc,ダウンロード許可リクエストの説明,Описание запроса на разрешение скачивания,请求下载权限描述,Description de la demande de permission de téléchargement,Beschreibung der Anfrage zur Downloadberechtigung,다운로드 허가 요청 설명,,
popup_reset_game_title,RESTART THE GAME?,ゲームを再開しますか？,Перезапустить игру?,重新开始游戏？,Redémarrer le jeu ?,Spiel neu starten?,게임을 다시 시작하시겠습니까?,,
character.kukushelly.desc,Clear all blocks in\na straight row,一直線にすべてのブロックを消す\n まっすぐな列で,Очистить все блоки в\n одной прямой линии,清除所有方块\n 在一排直线中,"Effacer tous les blocs dans\n une ligne droite
",Alle Blöcke in\n einer geraden Reihe entfernen,일직선의 모든 블록을 제거하세요\n 직선 열에서,,
play_now,PLAY NOW!,今すぐプレイ！,Играть сейчас!,现在玩！,Jouez maintenant !,Jetzt spielen!,지금 플레이하세요!,,
popup_pause_toggle_theme,Theme,テーマ,Тема,主题,Thème,Thema,테마,,
popup_summer_intro_description,Go back to the default look in the Pause pop-up.,一時停止ポップアップでデフォルトの外観に戻す,Вернуться к стандартному виду в всплывающем окне паузы,在暂停弹出窗口中恢复默认外观,Revenir à l'apparence par défaut dans la fenêtre contextuelle de pause,Zum Standardaussehen im Pause-Popup zurückkehren,일시 중지 팝업에서 기본 모양으로 돌아가기,,
popup_summer_intro_title,SUMMER SEASON,夏の季節,ЛЕТНИЙ СЕЗОН,夏季,SAISON ESTIVALE,SOMMERSAISON,여름 시즌,,
haru_friends,Haru’s Friends,ハルの友達,Друзья Хару,Haru的朋友,Les Amis de Haru,Harus Freunde,하루의 친구들,,
King,King,王,Король,国王,Roi,König,왕,,
Wizard,Wizard,魔法使い,Волшебник,巫师,Magicien,Zauberer,마법사,,
Forever,Forever,永遠に,Навсегда,永远,Pour toujours,Für immer,영원히,,
7_days,7 Days,7日間,7 дней,7 天,7 Jours,7 Tage,7일,,
Warrior,Warrior,戦士,Воин,战士,Guerrier,Krieger,전사,,
starter_package,Starter Package,スターターパッケージ,Стартовый пакет,入门套餐,Pack de Démarrage,Starter-Paket,시작 패키지,,
one_time_offer,One-time offer,一回限りのオファー,Предложение единовременно,一次性优惠,Offre unique,Einmaliges Angebot,일회성 제안,,
end_time,End time:,終了時刻：,Время окончания:,结束时间：,Heure de fin :,Endzeit:,종료 시간:,,
remove_ads_for_7_days,Remove Ads \nFor 7 days,広告を削除 \n 7日間,Удалить рекламу \n На 7 дней,移除广告 \n 为 7 天,Supprimer les Publicités \n Pour 7 jours,Werbung entfernen \n Für 7 Tage,광고 제거 \n 7일 동안,,
unlock_haru_warrior,Unlock \nHaru Warrior,ロック解除 \n ハル戦士,Разблокировать \n Воин Хару,解锁 \n Haru 战士,Débloquer \n Haru Guerrier,Freischalten \n Haru-Krieger,해금 \n 하루 전사,,
unlock_now,Unlock Now!,今すぐロック解除！,Разблокировать сейчас!,立即解锁！,Débloquer Maintenant !,Jetzt freischalten!,지금 해금!,,
ads_expired_description,Ads resume after 7-days ad-free period,7日間の広告非表示期間後に広告が再開,Реклама возобновляется после 7-дневного периода без рекламы,广告在 7 天无广告期后恢复,Les publicités reprennent après la période sans publicité de 7 jours,Werbung wird nach der 7-tägigen werbefreien Periode fortgesetzt,7일 광고 없는 기간 후 광고 재개,,
ads_show_notice,Ad shows after this.,この後に広告が表示されます。,Реклама показывается после этого.,广告在此后显示。,La publicité s'affiche après cela.,Anzeige wird danach angezeigt.,이 후에 광고가 표시됩니다.,,
haru_friends_uppercase,HARU’S FRIENDS,ハルの友達,Друзья Хару,Haru的朋友,Les Amis de Haru,Harus Freunde,하루의 친구들,,
starter_package_uppercase,STARTER PACKAGE,スターターパッケージ,Стартовый пакет,入门套餐,Pack de Démarrage,Starter-Paket,시작 패키지,,
remove_ads_forerver,Remove Ads \nForever,広告を\n永久に削除,рекламу\nнавсегда\nубрать,永久移除\n广告,Supprimer les\npublicités\npour toujours,Werbung\nfür immer\nentfernen,광고를\n영구적으로\n제거,,
unlock_haru_king,Unlock \nHaru King,Haru Kingを\nアンロック,Разблокировать\nHaru King,解锁\nHaru King,Débloquer\nHaru King,Haru King\nfreischalten,Haru King\n잠금 해제,,
unlock_haru_wizard,Unlock \nHaru Wizard,Haru Wizardを\nアンロック,Разблокировать\nHaru Wizard,解锁\nHaru Wizard,Débloquer\nHaru Wizard,Haru Wizard\nfreischalten,Haru Wizard\n잠금 해제,,
remove_ads_package_uppercase,REMOVE ADS PACKAGE,広告削除パッケージ,ПАКЕТ\nУДАЛЕНИЯ\nРЕКЛАМЫ,移除广告\n套餐,PACK\nSUPPRESSION\nDES\nPUBLICITÉS,WERBUNG\nENTFERNEN\nPAKET,광고 제거\n패키지,,
HARU_PACKAGES,HARU PACKAGES,ハル パッケージ,ПАКЕТЫ ХАРУ,春季套餐,PACKAGES HARU,HARU-PAKETE,하루 패키지,,
24h_Ad_free_title,Ad-Free 24 hours,広告なし24時間,Без рекламы 24 часа,无广告 24 小时,Sans publicité 24 heures,Werbefrei 24 Stunden,광고 없음 24시간,,
popup_christmas_intro_title,CHRISTMAS SEASON,クリスマスシーズン,Рождественский сезон,圣诞季节,Saison de Noël,Weihnachtssaison,크리스마스 시즌,,
popup_lunar_intro_title,NEW YEAR SEASON,復活祭の季節,Пасхальный период,复活节期间,Saison de Pâques,Osterzeit,부활절 기간,,
popup_easter_intro_title,EASTER SEASON,イースターシーズン,ПАСХАЛЬНЫЙ СЕЗОН,复活节赛季,SAISON DE PÂQUES,OSTERSAISON,부활절 시즌,,
popup_robinhood_reward_title,HARU THE CAT!,猫のHaru！,КОТ HARU!,猫咪Haru！,HARU LE CHAT !,HARU DIE KATZE!,고양이 Haru!,,
popup_robinhood_reward_desc,Smash 1 random block\n and nearby cats.,ランダムなブロック1つと近くの猫を粉砕します。,Разбей 1 случайный блок и соседних котов.,粉碎1个随机方块和附近的猫咪。,Brise 1 bloc aléatoire et les chats à proximité.,Zerschmettere 1 zufälligen Block und nahe Katzen.,무작위 블록 1개와 근처의 고양이를 부숩니다.,,
replay,Replay,リプレイ,Повторить,重玩,Rejouer,Nochmal spielen,다시 플레이,,
